blank,time-of-text,text-time,text,title,author
,1:09,nine minutes past one o'clock in the morning,"...when the express had rolled on into the west, upon a station platform in a foreign city at nine minutes past one o'clock in the morning - but at length without their shadow.",The Black Bag,Louis Joseph Vance
,5:09,5:09,...when inquiry of the station attendants educed the information that the two earliest trains to be obtained were the 5:09 to Dunkerque and the 5:37 for Ostend.,The Black Bag,Louis Joseph Vance
,17:09,5:09,...when inquiry of the station attendants educed the information that the two earliest trains to be obtained were the 5:09 to Dunkerque and the 5:37 for Ostend.,The Black Bag,Louis Joseph Vance
,5:37,5:37,...when inquiry of the station attendants educed the information that the two earliest trains to be obtained were the 5:09 to Dunkerque and the 5:37 for Ostend.,The Black Bag,Louis Joseph Vance
,17:37,5:37,...when inquiry of the station attendants educed the information that the two earliest trains to be obtained were the 5:09 to Dunkerque and the 5:37 for Ostend.,The Black Bag,Louis Joseph Vance
,8:11,eight-eleven,"They both had very fetching hats, with one flower apiece, but the prettiness of their faces made you think it was more. For some reason they both wore white rosettes pinned to their dresses. I looked again at the clock: eight-eleven.",The Blackpool Highflyer,Andrew Martin
,20:11,eight-eleven,"They both had very fetching hats, with one flower apiece, but the prettiness of their faces made you think it was more. For some reason they both wore white rosettes pinned to their dresses. I looked again at the clock: eight-eleven.",The Blackpool Highflyer,Andrew Martin
,3:57,nearly 4,He looked at his watch: it was nearly 4. He helped Delphine to her feet and led her down a passage to a rear door that gave on to the hospital garden.,The Blue Afternoon,William Boyd
,3:58,nearly 4,He looked at his watch: it was nearly 4. He helped Delphine to her feet and led her down a passage to a rear door that gave on to the hospital garden.,The Blue Afternoon,William Boyd
,3:59,nearly 4,He looked at his watch: it was nearly 4. He helped Delphine to her feet and led her down a passage to a rear door that gave on to the hospital garden.,The Blue Afternoon,William Boyd
,15:57,nearly 4,He looked at his watch: it was nearly 4. He helped Delphine to her feet and led her down a passage to a rear door that gave on to the hospital garden.,The Blue Afternoon,William Boyd
,15:58,nearly 4,He looked at his watch: it was nearly 4. He helped Delphine to her feet and led her down a passage to a rear door that gave on to the hospital garden.,The Blue Afternoon,William Boyd
,15:59,nearly 4,He looked at his watch: it was nearly 4. He helped Delphine to her feet and led her down a passage to a rear door that gave on to the hospital garden.,The Blue Afternoon,William Boyd
,6:30,six-thirty,"Daniel and the FBI men listened to the sounds of his mother waking up his father. Daniel still held the door-knob. He was ready to close the door the second he was told to. ""What time is it?"" said his father in a drugged voice. ""Oh my God, it's six-thirty,"" his mother said.",The Book of Daniel,E. L. Doctorow
,18:30,"Oh my God, it's six-thirty","Daniel and the FBI men listened to the sounds of his mother waking up his father. Daniel still held the door-knob. He was ready to close the door the second he was told to. ""What time is it?"" said his father in a drugged voice. ""Oh my God, it's six-thirty,"" his mother said.",The Book of Daniel,E. L. Doctorow
,0:18,12.18am,"21st December 1985, 12.18am [In bed] Michael doesn't believe in Heaven or Hell. He's got closer to death than most living people...",The Book of Lies,Mary Horlock
,2:47,2.47am,"The glowing numbers read 2.47am. Moises sighs and turns back to the bathroom door. Finally, the doorknob turns and Conchita comes back to bed.",The Book of Want,Daniel A. Olivas
,8:05,five minutes past eight,"Ransom took out his watch, which he had adapted, on purpose, several hours before, to Boston time, and saw that the minutes had sped with increasing velocity during this interview, and that it now marked five minutes past eight.",The Bostonians,Henry James
,20:05,five minutes past eight,"Ransom took out his watch, which he had adapted, on purpose, several hours before, to Boston time, and saw that the minutes had sped with increasing velocity during this interview, and that it now marked five minutes past eight.",The Bostonians,Henry James
,23:49,eleven minutes to midnight,"Tom shrugged. He pushed his pinkish ruffled sleeve back, and saw that it was eleven minutes to midnight. Tom finished his coffee.",The Boy Who Followed Ripley,The Patricia Highsmith
,4:36,4:36 that morning,"At 4:36 that morning, alone in my hotel room, it had been a much better scene. Spencer had blanched, confounded by the inescapable logic of my accusation.",The Brass Go-Between,Ross Thomas
,12:00,noon,"On Friday noon, July the twentieth, 1714, the finest bridge in all Peru broke and precipitated five travellers into the gulf below.",The Bridge of San Luis Rey,Thornton Wilder
,0:00,twelve,"A cheap little clock on the wall struck twelve hurriedly, and served to begin the conversation.",The Brothers Karamazov,Fyodor Dostoevsky
,2:00,two o'clock,"When all had grown quiet and Fyodor Pavlovich went to bed at around two o'clock, Ivan Fyodorovich also went to bed with the firm resolve of falling quickly asleep, as he felt horribly exhausted.",The Brothers Karamazov,Fyodor Dostoevsky
,12:00,twelve,"A cheap little clock on the wall struck twelve hurriedly, and served to begin the conversation.",The Brothers Karamazov,Fyodor Dostoevsky
,9:18,eighteen minutes after nin,"...recognized her charming house, and thought to drop in. It was eighteen minutes after nine when Mr. Martin turned into Twelfth Street.",The Catbird Seat,James Thurber
,21:18,eighteen minutes after nin,"...recognized her charming house, and thought to drop in. It was eighteen minutes after nine when Mr. Martin turned into Twelfth Street.",The Catbird Seat,James Thurber
,9:55,only around ten o'clock,"I didn't sleep too long, because I think it was only around ten o'clock when I woke up.",The Catcher in the Rye,J. D. Salinger
,9:56,only around ten o'clock,"I didn't sleep too long, because I think it was only around ten o'clock when I woke up.",The Catcher in the Rye,J. D. Salinger
,9:57,only around ten o'clock,"I didn't sleep too long, because I think it was only around ten o'clock when I woke up.",The Catcher in the Rye,J. D. Salinger
,9:58,only around ten o'clock,"I didn't sleep too long, because I think it was only around ten o'clock when I woke up.",The Catcher in the Rye,J. D. Salinger
,9:59,only around ten o'clock,"I didn't sleep too long, because I think it was only around ten o'clock when I woke up.",The Catcher in the Rye,J. D. Salinger
,10:00,only around ten o'clock,"I didn't sleep too long, because I think it was only around ten o'clock when I woke up.",The Catcher in the Rye,J. D. Salinger
,10:01,only around ten o'clock,"I didn't sleep too long, because I think it was only around ten o'clock when I woke up.",The Catcher in the Rye,J. D. Salinger
,10:02,only around ten o'clock,"I didn't sleep too long, because I think it was only around ten o'clock when I woke up.",The Catcher in the Rye,J. D. Salinger
,10:03,only around ten o'clock,"I didn't sleep too long, because I think it was only around ten o'clock when I woke up.",The Catcher in the Rye,J. D. Salinger
,10:04,only around ten o'clock,"I didn't sleep too long, because I think it was only around ten o'clock when I woke up.",The Catcher in the Rye,J. D. Salinger
,10:05,only around ten o'clock,"I didn't sleep too long, because I think it was only around ten o'clock when I woke up.",The Catcher in the Rye,J. D. Salinger
,14:40,two-forty,"If a girl looks swell when she meets you, who gives a damn when she's late? 'We better hurry', I said. 'The show starts at two-forty.'",The Catcher in the Rye,J. D. Salinger
,16:00,four o'clock in the afternoon,"He played for twenty-two days, just as he said he would. Every day at four o'clock in the afternoon, regardless of how much fighting was going on around him.",The Cellist Of Sarajevo,Steven Galloway
,17:00,five o'clock,"At five o'clock that afternoon, while Barbara waited in a taxi, Harold went into the convent in Auteuil and explained to the nun who sat in the concierge's glass cage that Mme. Straus-Muguet was expecting them. He assumed that men were not permitted any further, and that they would all three go out for tea.",The Chateau,William Maxwell
,8:50,ten to nine,"At ten to nine the clerks began to arrive. When they had hung up their coats and hates they came to the fireplace and stood warming themselves. If there was no fire, they stood there all the same",The Chestnut Tree,V. S. Pritchett
,20:50,ten to nine,"At ten to nine the clerks began to arrive. When they had hung up their coats and hates they came to the fireplace and stood warming themselves. If there was no fire, they stood there all the same",The Chestnut Tree,V. S. Pritchett
,12:07,"seven minutes after 12, noon","On a Monday Simon Hirsch was going to break his leg at seven minutes after 12, noon, and as soon as Satan told us the day before...",The Chronicle of Young Satan,Mark Twain
,14:58,two minutes to three,We betted that it would happen in the afternoon; we got odds of four to one on that; we betted that it would happen at two minutes to three...,The Chronicle of Young Satan,Mark Twain
,11:38,11:38,"At 11:38, she left her desk and walked to the side door of the auditorium, arriving ten minutes before noon.",The Circle,Dave Eggers
,11:50,ten minutes before noon,"At 11:38, she left her desk and walked to the side door of the auditorium, arriving ten minutes before noon.",The Circle,Dave Eggers
,5:01,one minute past five,"""Oh yes. His clocks were set at one minute past five, four minutes past five and seven minutes past five. That was the combination number of a safe, 515457. The safe was concealed behind a reproduction of the Mona Lisa. Inside the safe,"" continued Poirot, with distaste, ""were the Crown Jewels of the Russian Royal Family.""",The Clocks,Agatha Christie
,5:04,four minutes past five,"""Oh yes. His clocks were set at one minute past five, four minutes past five and seven minutes past five. That was the combination number of a safe, 515457. The safe was concealed behind a reproduction of the Mona Lisa. Inside the safe,"" continued Poirot, with distaste, ""were the Crown Jewels of the Russian Royal Family.""",The Clocks,Agatha Christie
,5:07,seven minutes past five,"""Oh yes. His clocks were set at one minute past five, four minutes past five and seven minutes past five. That was the combination number of a safe, 515457. The safe was concealed behind a reproduction of the Mona Lisa. Inside the safe,"" continued Poirot, with distaste, ""were the Crown Jewels of the Russian Royal Family.""",The Clocks,Agatha Christie
,17:01,one minute past five,"""Oh yes. His clocks were set at one minute past five, four minutes past five and seven minutes past five. That was the combination number of a safe, 515457. The safe was concealed behind a reproduction of the Mona Lisa. Inside the safe,"" continued Poirot, with distaste, ""were the Crown Jewels of the Russian Royal Family.""",The Clocks,Agatha Christie
,17:04,four minutes past five,"""Oh yes. His clocks were set at one minute past five, four minutes past five and seven minutes past five. That was the combination number of a safe, 515457. The safe was concealed behind a reproduction of the Mona Lisa. Inside the safe,"" continued Poirot, with distaste, ""were the Crown Jewels of the Russian Royal Family.""",The Clocks,Agatha Christie
,17:07,seven minutes past five,"""Oh yes. His clocks were set at one minute past five, four minutes past five and seven minutes past five. That was the combination number of a safe, 515457. The safe was concealed behind a reproduction of the Mona Lisa. Inside the safe,"" continued Poirot, with distaste, ""were the Crown Jewels of the Russian Royal Family.""",The Clocks,Agatha Christie
,3:39,3.39am,"23 October 1893 3.39am. Upon further thought, I feel it necessary to explain that exile into the Master's workshop is not an unpleasant fate.",The Clockwork man,William Jablonsky
,3:37,thirty-seven A.M,"It was three thirty-seven A.M., and for once Maggie was asleep. She had got to be a pretty good sleeper in the last few months. Clyde was prouder of this fact than anything.",The Cobweb,Stephen Bury
,3:07,3.07am,"Wayne late-logged in: 3.07am -the late-late show. He parked. He dumped his milk can. He yawned, he stretched. He scratched.",The Cold Six Thousand,James Ellroy
,13:24,1:24 p.m,Littell checked his watch - 1:24 p.m - Littell grabbed the phone by the bed.,The Cold Six Thousand,James Ellroy
,14:19,2:19,2:19: Duane Hinton walks out. He walks through the backyard. He lugs some clothes. He wore said clothes last night. He walks to the fence. He feeds the incinerator.,The Cold Six Thousand,James Ellroy
,16:58,A minute and twenty-one seconds to five,"I was told that in his vest pocket he kept a chronometer instead of a watch. If someone asked him what time it was, he would say, ""A minute and twenty-one seconds to five.""",The Collected Stories,Isaac Bashevis Singer
,5:34,Five-thirty-four,"I asked ""What time is sunrise?"" A second's silence while the crestfallen Bush absorbed his rebuke, and then another voice answered: ""Five-thirty-four, sir.""",The Commodore,C. S. Forester
,10:59,one minute to eleven,"They parked the car outside Lowther's at precisely one minute to eleven. People were leaving, not all of them happy at having their evening curtailed. But the grumbling was muted, and even then it only started once they were safely on the street.",The Complaints,Ian Rankin
,22:59,one minute to eleven,"They parked the car outside Lowther's at precisely one minute to eleven. People were leaving, not all of them happy at having their evening curtailed. But the grumbling was muted, and even then it only started once they were safely on the street.",The Complaints,Ian Rankin
,5:18,eighteen minutes past five,"I remembered soon after that, at this moment, I happened to look at the clock. It was eighteen minutes past five.",The Confessions of Arsene Lupin,Maurice LeBlanc
,17:18,eighteen minutes past five,"I remembered soon after that, at this moment, I happened to look at the clock. It was eighteen minutes past five.",The Confessions of Arsene Lupin,Maurice LeBlanc
,1:50,one-fifty,The best train of the day was the one-fifty from Paddington which reached Polgarwith just after seven o'clock.,The Cornish Mystery,Agatha Christie
,7:01,just after seven o'clock,The best train of the day was the one-fifty from Paddington which reached Polgarwith just after seven o'clock.,The Cornish Mystery,Agatha Christie
,7:02,just after seven o'clock,The best train of the day was the one-fifty from Paddington which reached Polgarwith just after seven o'clock.,The Cornish Mystery,Agatha Christie
,7:03,just after seven o'clock,The best train of the day was the one-fifty from Paddington which reached Polgarwith just after seven o'clock.,The Cornish Mystery,Agatha Christie
,13:50,one-fifty,The best train of the day was the one-fifty from Paddington which reached Polgarwith just after seven o'clock.,The Cornish Mystery,Agatha Christie
,19:01,just after seven o'clock,The best train of the day was the one-fifty from Paddington which reached Polgarwith just after seven o'clock.,The Cornish Mystery,Agatha Christie
,19:02,just after seven o'clock,The best train of the day was the one-fifty from Paddington which reached Polgarwith just after seven o'clock.,The Cornish Mystery,Agatha Christie
,19:03,just after seven o'clock,The best train of the day was the one-fifty from Paddington which reached Polgarwith just after seven o'clock.,The Cornish Mystery,Agatha Christie
,3:05,3:05 a.m.,"On the Sunday before Christmas she awoke at 3:05 a.m. and thought: Thirty-six hours. Four hours later she got up thinking: Thirty-two hours. Late in the day she took Alfred to the street-association Christmas party at Dale and Honey Driblett's, sat him down safely with Kirby Root, and proceeded to remind all her neighbors that her favorite grandson, who'd been looking forward all year to a Christmas in St. Jude, was arriving tomorrow afternoon.",The Corrections,Jonathan Franzen
,14:25,it was now 2:25,"Gary shut himself inside his office and flipped through the messages. Caroline had called at 1:35, 1:40, 1:50, 1:55, and 2:10; it was now 2:25. He pumped his fist in triumph. Finally, finally, some evidence of desperation.",The Corrections,Jonathan Franzen
,9:55,five minutes to ten,"Your punctuality really alarms me. What do I say? Punctuality! You, whom I expected last, you arrive at five minutes to ten, when the time fixed was half-past!",The Count of Monte Cristo,Alexandre Dumas
,21:55,five minutes to ten,"Your punctuality really alarms me. What do I say? Punctuality! You, whom I expected last, you arrive at five minutes to ten, when the time fixed was half-past!",The Count of Monte Cristo,Alexandre Dumas
,3:00,three o'clock in the morning,"But at three o'clock in the morning, a forgotten package has the same tragic importance as a death sentence, and the cure doesn't work -- and in a real dark night of the soul it is always three o'clock in the morning, day after day.",The Crack-Up,F. Scott Fitzgerald
,15:16,1516,The Nimrod rendezvoused with the light aircraft at 1516 GMT.,The Crow Road,Iain Banks
,15:41,15:41,"At 15:41 GMT, the Cessna's engine began to cut out and the plane - presumably out of fuel - began to lose altitude",The Crow Road,Iain Banks
,0:07,seven minutes after midnight,"It was seven minutes after midnight. The dog was lying on the grass in the middle of the lawn in front of Mrs Shears' house. Its eyes were closed. It looked as if it was running on its side, the way dogs run when they think they are chasing a cat in a dream.",The Curious Incident of the Dog in the Night-Time,Mark Haddon
,1:12,1:12 am,"It was 1:12 am when Father arrived at the police station. I did not see him until 1:28 am but I knew he was there because I could hear him. He was shouting, 'I want to see my son,' and 'Why the hell is he locked up?' and, 'Of course I'm bloody angry.'",The Curious Incident of the Dog in the Night-Time,Mark Haddon
,1:20,1.20 am,"Then it was 1.20 am, but I hadn't heard Father come upstairs to bed. I wondered if he was asleep downstairs or whether he was waiting to come in and kill me. So I got out my Swiss Army Knife and opened the saw blade so that I could defend myself.",The Curious Incident of the Dog in the Night-Time,Mark Haddon
,1:28,1:28 am,"It was 1:12 am when Father arrived at the police station. I did not see him until 1:28 am but I knew he was there because I could hear him. He was shouting, 'I want to see my son,' and 'Why the hell is he locked up?' and, 'Of course I'm bloody angry.'",The Curious Incident of the Dog in the Night-Time,Mark Haddon
,2:07,2:07 a.m.,"At 2:07 a.m. I decided that I wanted a drink of orange squash before I brushed my teeth and got into bed, so I went downstairs to the kitchen. Father was sitting on the sofa watching snooker on the television and drinking whisky. There were tears coming out of his eyes.",The Curious Incident of the Dog in the Night-Time,Mark Haddon
,2:07,2.07 am,But I couldn't sleep. And I got out of bed at 2.07 am and I felt scared of Mr. Shears so I went downstairs and out of the front door into Chapter Road.,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,2:31,2.31am,And then I woke up because there were people shouting in the flat and it was 2.31am. And one of the people was Father and I was frightened.,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,3:47,3:47,I stayed awake until 3:47. That was the last time I looked at my watch before I fell asleep. It has a luminous face and lights up if you press a button so I could read it in the dark. I was cold and I was frightened Father might come out and find me. But I felt safer in the garden because I was hidden.,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,7:20,7.20 a.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). 7.20 a.m. Wake up,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,7:25,7.25 a.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 7.25 a.m. Clean teeth and wash face,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,7:40,7.40 a.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 7.40 a.m. Have breakfast,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,8:00,8.00 a.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 8.00 a.m. Put school clothes on,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,8:05,8.05 a.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 8.05 a.m. Pack school bag,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,8:10,8.10 a.m,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 8.10 a.m. Read book or watch video,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,8:32,8.32 a.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 8.32 a.m. Catch bus to school,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,8:43,8.43 a.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 8.43 a.m. Go past tropical fish shop,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,8:51,8.51 a.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 8.51 a.m. Arrive at school,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,9:00,9.00 a.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 9.00 a.m. School assembly,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,9:15,9.15 a.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 9.15 a.m. First morning class,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,10:30,10.30 a.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 10.30 a.m. Break,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,10:50,10.50 a.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 10.50 a.m. Art class with Mrs Peters,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,12:30,12.30 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 12.30 p.m. Lunch,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,12:59,12.59 p.m.,And I had been looking at my watch since the train had started at 12.59 p.m.,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,13:00,1.00 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 1.00 p.m. First afternoon class,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,13:16,1.16 p.m.,And the first stop had been at 1.16 p.m. which was 17 minutes later.,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,13:23,1:23pm,"And when we got to Swindon Mother had keys to the house and we went in and she said, ""Hello?"" but there was no one there because it was 1.23pm.",The Curious Incident of the Dog in the Night-Time,Mark Haddon
,13:39,1.39 p.m.,"And it was now 1.39 p.m. which was 23 minutes after the stop, which mean that we would be at the sea if the train didn't go in a big curve. But I didn't know if it went in a big curve.",The Curious Incident of the Dog in the Night-Time,Mark Haddon
,14:15,2.15 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 2.15 p.m. Second afternoon class,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,15:27,3.27pm,"And she rang the Reverend Peters and he came into school at 3.27pm and he said, 'So, young man, are we ready to roll?'",The Curious Incident of the Dog in the Night-Time,Mark Haddon
,15:30,3.30 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 3.30 p.m. Catch school bus home,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,15:49,3.49 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 3.49 p.m. Get off school bus at home,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,15:49,3.49 pm,But there were more bad things than good things. And one of them was that Mother didn't get back from work til 5.30 pm so I had to go to Father's house between 3.49 pm and 5.30 pm because I wasn't allowed to be on my own and Mother said I didn't have a choice so I pushed the bed against the door in case Father tried to come in.,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,17:30,5.30 pm,But there were more bad things than good things. And one of them was that Mother didn't get back from work til 5.30 pm so I had to go to Father's house between 3.49 pm and 5.30 pm because I wasn't allowed to be on my own and Mother said I didn't have a choice so I pushed the bed against the door in case Father tried to come in.,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,15:50,3.50 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 3.50 p.m. Have juice and snack,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,15:55,3.55 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 3.55 p.m. Give Toby food and water,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,16:00,4.00 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 4.00 p.m. Take Toby out of his cage,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,16:18,4.18 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 4.18 p.m. Put Toby into his cage,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,16:20,4.20 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 4.20 p.m. Watch television or a video,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,17:00,5.00 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 5.00 p.m. Read a book,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,17:48,5:48 p.m,Father came home at 5:48 p.m. I heard him come through the front door. Then he came into the living room. He was wearing a lime green and sky blue check shirt and there was a double knot on one of his shoes but not on the other.,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,17:54,5:54 pm,"It was 5:54 pm when Father came back into the living room. He said, 'What is this?"" but he said it very quietly and I didn't realise that he was angry because he wasn't shouting.",The Curious Incident of the Dog in the Night-Time,Mark Haddon
,18:00,6.00 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 6.00 p.m. Have tea,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,18:30,6.30 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 6.30 p.m. Watch television or a video,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,18:35,6.35 pm,And then it was 6.35 pm and I heard Father come home in his van and I moved the bed up against the door so he couldn't get in and he came into the house and he and Mother shouted at each other.,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,19:00,7.00 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 7.00 p.m. Do maths practice,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,20:00,8.00 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 8.00 p.m. Have a bath,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,20:07,8:07 pm,"And I could hear that there were fewer people in the little station when the train wasn't there, so I opened my eyes and I looked at my watch and it said 8:07 pm and I had been sitting on the bench for approximately 5 hours but it hadn't seemed like approximately 5 hours, except that my bottom hurt and I was hungry and thirsty.",The Curious Incident of the Dog in the Night-Time,Mark Haddon
,20:15,8.15 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 8.15 p.m. Get changed into pyjamas,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,20:20,8.20 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 8.20 p.m. Play computer games,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,21:00,9.00 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 9.00 p.m. Watch television or a video,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,21:20,9.20 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 9.20 p.m. Have juice and a snack,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,21:30,9.30 p.m.,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). … 9.30 p.m. Go to bed,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,22:31,10.31 pm,"... at 10.31 pm, I went out onto the balcony to find out whether I could see any stars, but there weren't any because of all the clouds and what is called Light Pollution which is light from streetlights and car headlights and floodlights and lights in buildings reflecting off tiny particles in the atmosphere and getting in the way of light from the stars. So I went back inside.",The Curious Incident of the Dog in the Night-Time,Mark Haddon
,23:16,11.16 pm,"But I couldn't get out of the house straight away because he would see me, so I would have to wait until he was asleep. The time was 11.16 pm. I tried doubling 2s again, but I couldn't get past 2(15) which was 32,768. So I groaned to make the time pass quicker and not think.",The Curious Incident of the Dog in the Night-Time,Mark Haddon
,23:32,11.32 pm,"... then it started to rain and I got wet and I started shivering because I was cold. And then it was 11.32 pm and I heard voices of people walking along the street. And a voice said, 'I don't care whether you thought it was funny or not,' and it was a lady's voice.",The Curious Incident of the Dog in the Night-Time,Mark Haddon
,23:53,7 minutes to midnight,It was 7 minutes to midnight. The dog was lying on the grass in the middle of the lawn in front of Mrs. Shears' house.,The Curious Incident of the Dog in the Night-Time,Mark Haddon
,10:02,two minutes after ten,"It was two minutes after ten; she was not satisfied with her clothes, her face, her apartment. She heated the coffee again and sat down in the chair by the window.",The Daemon Lover,Shirley Jackson
,5:00,five o'clock,"The day came slow, till five o'clock. Then sprang before the hills. Like hindered rubies, or the light. A sudden musket spills.",The Day Came Slow,Emily Dickinson
,6:03,three minutes past six,"Above it all rose the Houses of Parliament, with the hands of the clock stopped at three minutes past six. It was difficult to believe that all that meant nothing any more, that now it was just a pretentious confection that could decay in peace.",The Day of the Triffids,John Wyndham
,18:03,three minutes past six,"Above it all rose the Houses of Parliament, with the hands of the clock stopped at three minutes past six. It was difficult to believe that all that meant nothing any more, that now it was just a pretentious confection that could decay in peace.",The Day of the Triffids,John Wyndham
,10:10,ten minutes past ten,"On the left there was a chest of drawers, on the right a mantelpiece surmounted by a damaged clock without a pendulum, the hands of which marked ten minutes past ten. The window overlooked the Rue Dauphine, a long, dark street. All Paris seemed to pass below, and the noise was so great that the window shook.",The Death of Olivier Becaille,Emile Zola
